hand,S,H,D,C,HCP,opening
3S 8D QC 7D QH JS TC 5D 7S 4C KS 8H 3C,4,2,3,4,8,PASS
9D 2S 7C 7H 4D 2H AH 6H 2C TH 8H 4S 6D,2,6,3,2,4,PASS
4S 2S 3S 7H KD TS 8C JD 7C 5H 4D AC QS,5,2,3,3,10,PASS
6H 3D 8D 8S JS 5C QH AS 8H 8C 7S JH 2C,4,4,2,3,8,PASS
QH KS 2C 5S TH 7C KH 3S 6D TD 8C 9D 8H,3,4,3,3,8,PASS
4H 9S 8S 6C KS 2C AD 6S JD 8D QD 2S JC,5,1,4,3,11,1S
6S 3S QD 5H 8D 6H QH KH 2H 8C 4S JD QS,4,5,3,1,10,2C
8D AH 5C QD TD KS 4C TC 6S 6C 2C 8S AS,4,1,3,5,13,1C
4D QH 6S 8D 3H 5H 9S 9H 9C TC TS 5C 6H,3,5,2,3,2,PASS
8S JD 8H 2D 5D 6C 3D 7S 3H 5S 5C QD 4H,3,3,5,2,3,PASS
3D QC 3H 8C KH JH KD KS TH QD TD 6H 4S,2,5,4,2,14,1H
9H 6S KS 4D 8S JC 4H 7H 6H 4S 7D TD 3D,4,4,4,1,4,PASS
KH 4C AS 8D 9D TD 5S 5C 9C 8H TS AC 5H,3,3,3,4,11,PASS
5H JC 6D JH JD 7D JS AC KD AD 9D 4C 5C,1,2,6,4,15,1D
KH 2H JC AS 8S 6C 7H 3H QS QH 6H KS 5C,4,6,0,3,15,1H
KS KD 5D 6D 9H 7D TC 2C 8C 9C TD 3H 3C,1,2,5,5,6,PASS
JD JC 2S 6S 6D KS 4S AS 7C 8C QS 3C 6H,6,1,2,4,11,1S
7S QD KH 9H 4C 6H AC 8H 2C TD 8D 2D 3D,1,4,5,3,9,PASS
2C QC 4S 8C 6S 3H JS 5S TD 5C 7H KC AH,4,3,1,5,10,PASS
9D 4S AH TH JS TC QD 9S 6D 9C KS 4C 2S,5,2,3,3,10,PASS
QS 6S 2S JS 4D 2H TC KD 9D 9C 6C 6H 8C,4,2,3,4,6,PASS
7C KS 5H 5C AC AH JH TC 8D QD 6D 9D 9S,2,3,4,4,14,1D
9C QH 9D 5D 8H 8C TD TC QD TS AH QC JD,1,3,5,4,11,1D
JC 3S 8S 6S 3D QD 8C 4C QH 6H TC 8H 4D,3,3,3,4,5,PASS
4S QC 9H 3D 7C 4H JH 6S 5S JD AH TC 3S,4,4,2,3,8,PASS
TD 4S 8S 7D TS 3S 5D 2D 7C JS 3C AD 9H,5,1,5,2,5,PASS
TC KS 8C 7S 4H KC 5S 4C JS AH 5H 3D AC,4,3,1,5,15,1C
2D 2C 2H QS JS KD 5H 8C 5S 3C 2S JC 9D,4,2,3,4,7,PASS
7H 5H 4H KC QC 6D 3D 2C 3S 5D AH 7C 2S,2,4,3,4,9,PASS
8H 5D KC KS 8D 6C 5S JC 7D 2H TS JD 2C,3,2,4,4,8,PASS
4S JS 2C 5H TD TC 7D 8S QC AH 8H 9D KS,4,3,3,3,10,PASS
8S 6D 5D JC KS 4D 7H JH QC 3S 3D TH QD,3,3,5,2,9,PASS
7H 8D JS 5S KC 2D 3C 6C KD AS 9H QC JD,3,2,4,4,14,1D
2D 7D 9D TS KS 7H 7S TD 5S 6H 5D AC 9S,5,2,5,1,7,PASS
4D 9S 8S KH 8C 2S 5C 3C 9C 9H 6D JH 6S,4,3,2,4,4,PASS
6S 6D 6C 6H QC 8H JC QD 9C TC KD 8S QH,2,3,3,5,10,PASS
8S 6H JH 9D TS KC 9H AC 7S 8H 5D 3D 9C,3,4,3,3,8,PASS
8C 8S 7H 9D 5H 9H KD JH 6S JS 6C 5C 2S,4,4,2,3,5,PASS
7H KD AC KH 4H 4C KC TS 9C AS 8H 6C 2H,2,5,1,5,17,1H
7D KD KH 3H 7H 9S 7S 5S 5D AC 6H 4D 8D,3,4,5,1,10,PASS
5S QD JD 4D AH TS 4C AS JS 7C AC TD 4S,5,1,4,3,16,1S
4S TC 7H JD 5D 3S TH TD 9S 3C 2S JS 9D,5,2,4,2,2,PASS
5C AS TD 3C 2D 2S QC 4H KH 6H 6D 6S TC,3,3,3,4,9,PASS
8S 2C 8D 3C 4S QC 7S 3S QS JC 2S 3H 4D,6,1,2,4,5,PASS
3D 3C AH JD TH TC 8S 5H QS 7H JC 2H 4C,2,5,2,4,8,PASS
9H QS 4H 7S 7C TD AD 2H 9S KS 3S 5C 8S,6,3,2,2,9,2D
TC 8D 8S AD JC AS AC TD 7S 7C 3D 3S 4D,4,0,5,4,13,1D
TH 6D 4C JS 7H 5C 2D QH JH AH 9H 9D KS,2,6,3,2,11,1H
KC QH 7S 6C 8S KH 8D 9S 5D 7D 8H AD TH,3,4,4,2,12,1D
3C 7S KD 4S AC 2H 6D 7D 4H KC KH 5S AH,3,4,3,3,17,1NT
QD 7S 7C 3H AH AD 7H 5C KD 2C TS QH KS,3,4,3,3,18,1C
5C 4S 9D 6D 2H TC JH 4H 2S 2D 6H 7D 9H,2,5,4,2,1,PASS
8S 5D 5H 7S AH KS KD JD 8H 5C 4C 3S AS,5,3,3,2,15,1S
AD QH KC 3S 7D 7S 8D 9D QC 5H JC AC AH,2,3,4,4,20,1C
TC 8S KD 5C 7C AD AS 6H KC 4D 4H 3H 3S,3,3,3,4,14,1C
6H 9D TD 7D JS 2S QC TS 9S TC 4H QH TH,4,4,3,2,5,PASS
QS 3H 8H AD QH AS JD AC 5C 3D TH JS TC,3,4,3,3,18,1C
3S 9S AS TS 4H 7H 4D 3H KD 6H 9H TH 2D,4,6,3,0,7,2C
9D 9C 9H 2S 3D 7H TD 4S 8H 2C 5H AS 7C,3,4,3,3,4,PASS
3S QD JH 9S 4D 2S 6H 5C 7S AH JD 7H 9D,4,4,4,1,8,PASS
4C TD 8H 3H 9D 7H TC AS AH AC 3D JD 5D,1,4,5,3,13,1D
4D 5S QH KC 4H 2S 9C 3S 7H JS 9H 8D 9D,4,4,3,2,6,PASS
9C 3C AD AS 7H KD QS 8S 8D 7C JD 8H KS,4,2,4,3,17,1NT
6H 8H 5D AS KC 6C AC 8C 6S QH 9H QS 7H,3,5,1,4,15,1H
9C 2C 7S 8D 8C 3H KC 5C 8H 3C 2D TD JD,1,2,4,6,4,PASS
3H KC 9H QC 6S TH TD QH 6H 6C JS 8C JC,2,5,1,5,9,PASS
9C 6C 5D KD 7S TC 7D JS 8S JC 4H 5H AD,3,2,4,4,9,PASS
3C 9C AS 3H 7S 6S 2S 4H 7D QH 8D 8S 9D,5,3,3,2,6,PASS
KD 4C 7D 8C 5C JC 8S TC 3S QC 5H QH 6D,2,2,3,6,8,PASS
5S 9H 7S KS 7D KH TC JH 3C AD 6C AS 2C,4,3,2,4,15,1NT
7S 7C JC 3D AH 8D 5S 9C 6C KD JS 5H 5D,3,2,4,4,9,PASS
JC TS AC JS 5H 8S QS 8C JD 2H 2C 6D 3C,4,2,2,5,9,PASS
5D TC QH KS 6H 3H TD 8H 8C QS 4H 6D TS,3,5,3,2,7,PASS
2C 9D 3H KC KD QC TC 7S 2S TH 7H 5D KS,3,3,3,4,11,PASS
4S TC QD 8H 5C 9H JS KH 3C KD 3H 2C 7S,3,4,2,4,9,PASS
JS TD KD TH QH JD 2C AD 5S 2H JC 8S 7D,3,3,5,2,12,1D
QC JD TC 5D JH JC TD 3C KD AS 7C 8S 6D,2,1,5,5,12,1D
7C 5C QS QC AD JH 7S 7H TS 3C JD 2H JC,3,3,2,5,11,PASS
3H 3D 2D TS 3S 8D 6H 4S 7S 2C 3C 5S 7C,5,2,3,3,0,PASS
JH 4H 2S KS 7D 5D TC KD 3S 4S AD 5H 9H,4,4,4,1,11,PASS
3H 9S AH 6D 2C QH QS 2H TS 7D 5D TH TD,3,5,4,1,8,PASS
6D 7D 2D 4D 4H AH QS JH KH 6H 8C KC TC,1,5,4,3,13,1H
KS QD KC 2S 6S TD KD QS 4C 4S 3H 8C 6C,5,1,3,4,13,1S
5D JH 4S 7D KC AS 2C 3H QC 8S 8D 6S QS,5,2,3,3,12,1S
9D 8C 7C 4C 5D KS 2D 3H 3S TH 7S 6D 8D,3,2,5,3,3,PASS
JS TC 8H 3H 5D 5C 6H 8D TS KC 4S AC QS,4,3,2,4,10,PASS
8S 6H QH 5H KD 3H 6C 3S AH TS 7C AS QS,5,5,1,2,15,1S
TH JC 3H AC 8C 4S AD KC 7H QH 7S 2D 4H,2,5,2,4,14,1H
5S 8H 2S 4D 6C 9H 7D KC TS KD 8D 2H 9C,3,3,4,3,6,PASS
JD 3C 8S 9C 7D TC KC 4H 3S 4C 3D 2C 4S,3,1,3,6,4,PASS
JS 3C QS QH 6S 6C 3S 4D 6D AH AC TC TH,4,3,2,4,13,1C
QH 9S QD 3C 6S KC 3H 3S QC 8S 4H 7C JS,5,3,1,4,10,PASS
KH TH 7C 7H 6D 7D 6C KC 9H 4H 8C KS QH,1,6,2,4,11,1H
3D 5D KD 8H KH 4C 6D 2D 6C 5C 6H 7H 9H,0,5,5,3,6,PASS
7S 3D AH 4H 6C 7D 5S 2D JC KH 3S 3H 9D,3,4,4,2,8,PASS
9D TS 4S AC 6D AD 3H 8D QH TH 4D 3C 5C,2,3,5,3,10,PASS
AS 2D TH QH QS 4H AC 9C 3H 3S AD 7C 7H,3,5,2,3,16,1H
5D 4C 8S 7D 8H QH 2C 5H TC 4D AS 4S 6C,3,3,3,4,6,PASS
KC AS 7C 7D 9C 7S 3D 8S JS 8H 3S 5H JH,5,3,2,3,9,PASS
6D 5S 4H TS 2H AD KH 6S JD 7H AC 3D 3C,3,4,4,2,12,1D
9S AH 4H 6D 5C QC TS 6S AC KC 4D 2C JH,3,3,2,5,14,1C
TD 7H KC 2D 4D 7C 3H 6S 5D TC QS 9C 2H,2,3,4,4,5,PASS
7S 4H 6S 3S 8D 4C 4D 2S TS 6C KS 5C 5D,6,1,3,3,3,PASS
9S 8S JD 4H 6S JS QS AS 2H AH JH QC 8H,6,5,1,1,15,1S
JH 5D 4D 3H 8D 2C QS 7S KD QH 6C 4H AC,2,4,4,3,12,1D
KH 7S 6H 9C AD 2C 3D 6S 4D 3C 3H KC QC,2,3,3,5,12,1C
3S 2C 7D 7C 3D 8S 9D QC 6S KH JS TD AD,4,1,5,3,10,PASS
TD TS 4S 7S JS 5H 9H 8H 2H 3C AH 7H 6C,4,6,1,2,5,PASS
2S 4D KD AS JS KC QC 7C 2H KH JC 2D 6S,4,2,3,4,17,1NT
KH 8H 3D 8D 7D 4C 7C 5S 3S QD 8S QS TH,4,3,4,2,7,PASS
3D AS 8H KD QS 2D 6H 5D TD 6D KS 5C 3C,3,2,6,2,12,1D
9C JH JC 5D 7D QD QC JD TD TS 5H AS AC,2,2,5,4,15,1D
QD 7S 6S 3S QS TC AH JD 8C KD JC 2D KH,4,2,4,3,16,1NT
KH 8H AS QS JS 5H TC 2D 9H 7S JD 2S 2H,5,5,2,1,11,1S
QD 8S 3S 3C 2D KH QH 9D KC JC 6C 8C QS,3,2,3,5,13,1C
TC 2H 6D 7D JD JC QS 7C 7S JH 7H 4H 3S,3,4,3,3,5,PASS
7C TD AS 4S TH KC 5C JC QD 6S KH AC 9C,3,2,2,6,17,1C
AH 2D 3C 4C 2H 7D JS 8D 6S 6C QC 5H 4D,2,3,4,4,7,PASS
JS 9C 3D JH AH 3S JD QD QS 2H QH AC 2S,4,4,3,2,17,1NT
8C 4S TS 4H JH 5H QC 3C JS 8H KD 8D 6D,3,4,3,3,7,PASS
QD 5H 5C 5S KH AD KD AH 4H AS 6S 7S 5D,4,4,4,1,20,1C
KS 7D 7S 4H 8D KD JC AC 3D 8S 6C KC QC,3,1,4,5,16,1D
KS 2D 8H 3D QD KC 7D 8C 4C 6C 9H 3S 5S,3,2,4,4,8,PASS
5D 9C 7C JH AD 4C TC 3C 6H TD 4D 5S KC,1,2,4,6,8,PASS
QD 5D 5H KC JH KS 3H 6S JC TD 3C 7S KH,3,4,3,3,13,1C
KC 3C KD 2C 7S QC 4S 2S 9C 6D QD AC 8S,4,0,3,6,14,1C
8H QC KC JC 9S KD 5H TS 3D 6H TC 5S 6S,4,3,2,4,9,PASS
AD 9S 8C 8S 9D 3S 2S QH 2C 7C KH 6C TC,4,2,2,5,9,PASS
9S 2H KH 3H 4C 7H 7D 8H 8D 8S 6C 3S TH,3,6,2,2,3,PASS
2S 3D 7C 7H JH QH AC AH TH 4H JS QS 5C,3,6,1,3,14,1H
JC AC AD 4C 6D 5C 3H 4S QS QD 8H 4D 8S,3,2,4,4,13,1D
8D QD 9H KH JC 6H JS JD KD KS 4H 7S TS,4,4,4,1,14,1D
7H 7S 6C AH JC JS KS QC 6H 7D JD QD 8H,3,4,3,3,14,1C
9D 8S AS 7S TS KD JD 5D 4H KC 6H 6S 8C,5,2,4,2,11,1S
TS AD 3H TD 9H 9C AH KS AC 4H QC 4C 5D,2,4,3,4,17,1NT
4H 5H JD 9D 6D 8D TH TC 5C KD AH 7C AC,0,4,5,4,12,1D
3D TS JD 7S 8C 2S 3H 3C 2D AS QH 2C 4D,4,2,4,3,7,PASS
KD 8H 7C TH 4C 6S KC QS 2C KS 5D 9H AH,3,4,2,4,15,1NT
5C 9H 8S 4S 2C 6H 3D 9S 3S KD 3H 6D TC,4,3,3,3,3,PASS
JS 4H TS KS KC TH 4S 4D JC 3C 2H AC 5S,5,3,1,4,12,1S
8D 7C 2H 2C 3D 4D 7S 9S 8H 2S TS KS 5H,5,3,3,2,3,PASS
9S 2S JS 3H 9C 3D KS KC 5D 4C TD TC QS,5,1,3,4,9,PASS
2H 9D TH 3H JD KC JH AC JS AD AH TC 9S,2,5,3,3,18,1C
3H AS JC 6C 9D 5H JD QD AD 5S 8C 4D 7S,3,2,5,3,12,1D
4D QH 6H KC 7C 8C 4S 6D JS KH TD AC 2H,2,4,3,4,13,1C
TS TC TD 2D AC JC QD 8H 5S 6D 5H 4H 7H,2,4,4,3,7,PASS
6H AC 2H 5C 7D 7S AS 8H KD 4H JS TH 3S,4,5,2,2,12,1H
JD 5D QC 5H AD 4S 8C 5C 8S QH AS 9C JS,4,2,3,4,14,1C
QC 2S 5D 7H 5H 2D 9S QD JS AD 8D 5S QS,5,2,5,1,11,1S
KH 3D TH 9S 2D 4C 4S 4D KS 4H QH QD 3H,3,5,4,1,10,PASS
4C JC 9D 5C AD QH 5S 4S 8C 9S TD QC 7D,3,1,4,5,9,PASS
4H QH 2D JD QS 4D 5D 6C KD 2C 6D 5C 4S,2,2,6,3,8,PASS
9H 9C JD 4S KS 3D QD 7H 5S JS KD KH 3C,4,3,4,2,13,1D
6H 7D 8S 4H 3D 4S 4D 2H KS 6D 9H JS 2C,4,4,4,1,4,PASS
AS JC 5D JD TS 4D 6D JH TC 3H AD 7D TH,2,3,6,2,11,1D
8S QC 7D 6D 3H JH 9S AS 6S 5C 9D JS 5H,5,3,3,2,8,PASS
TH 7D JD JS AD 8S TC TS JH 4D 9S 3S 8H,5,3,4,1,7,PASS
9C 8H 2H 7S 3H 5C QC 8S 3S 8D 6H TD AD,3,4,3,3,6,PASS
5S 3S KC 4C 9C 2S 9D QH 6S AC 7H 7C 8S,5,2,1,5,9,PASS
7C KC 9S 3C 9H 2S 2D 4D QD TH 4C TS 2C,3,2,3,5,5,PASS
6H 5C TS 8C JS 9D JD 9S QS 2C 5H AH KS,5,3,2,3,11,PASS
KS 3H 4D 6S 9H 6H 5D AD 7H QS QD 3C 2D,3,4,5,1,11,1D
9D 6H AH KH QS QD 9H 9S 4C 7D 3D QC TH,2,5,4,2,13,1H
KH AH QS 8H JH 9C TC 8C 6C JD JS 5D 6D,2,4,3,4,12,1C
9S 7D 3S 5S TH JC 8H 5H 5C JH KC TD 4C,3,4,2,4,5,PASS
2D 4H KS 5C TS 6D AS 4C 8C QS 3C 7C 6H,4,2,2,5,9,PASS
AS 5S AD 3C QD TS 9H 2S 6S 7H 9D 8C JD,5,2,4,2,11,1S
TS AS 4C QS 5D 2S QD 8C 2H 8S KS JD QC,6,1,3,3,14,1S
KH TD 7C 9D 5H 6S 4D TH JD 6H AS 5C QD,2,4,5,2,10,PASS
7D 6H 7S 3H 4S 8H 3D JC 4D TC 6D JS 2H,3,4,4,2,2,PASS
2H 6C 8C KH 6H 2C 4H 5C 4D JS TD 7C 8H,1,5,2,5,4,PASS
KC 8D 6C AS KD 4S 9C KH 4D JS TC 7D 4H,3,2,4,4,14,1D
8C AS AH AD 2S KH 3C 8H 6C 7D 6D KC KS,3,3,3,4,21,1C
2D KH QD 8S 2H QH TD 4C 6S 8H QC TC JH,2,5,3,3,10,PASS
TC 7S TS AD QS 3S AS AH 6D KD QC 6S 4C,6,1,3,3,19,1C
KH QC 9D JC 6S TD 7H 8C TH 5S QH 5D 4D,2,4,4,3,8,PASS
QH 9C QC 2D KS JD 9S 7D 4H 9H 2C JS KD,3,3,4,3,12,1D
5D 3D 9D 4S 6S TD 3S 2H 7S 8S 2S KS 5H,7,2,4,0,3,PASS
8H 9H 4S JC JS 9D 4D 7C AD 5C QD TD KS,3,2,5,3,11,PASS
2S 5S 9C JD TD 3H KC 8S TH AS 9H QC QH,4,4,2,3,12,1C
9H 3S TC AS TH JH JS 7D 4H 6H 6D 9C 7C,3,5,2,3,6,PASS
5C 7H 8D 4H AS QC TH 5S 4C 8S 2S AH 3C,4,4,1,4,10,PASS
2H 9C AH AD 9S JD TH 4C 5D 3S 7S 3D 8H,3,4,4,2,9,PASS
JC QS 4D 7C TS 6C 9H 3D 6S 8H 3S QC 9S,5,2,2,4,5,PASS
7H 5H 4D 6D 4H 7C 3H 9C AH KS KD TC 8H,1,6,3,3,10,2D
5S 7H 3C 5C 8D 9C AH JC JS TD 6H 2S QD,3,3,3,4,8,PASS
JS 7D QD 2H 3H AD KD 6S 3S 6H 9H TH 7C,3,5,4,1,10,PASS
9D 6D 7H QH 3H AD 6C 2D 5C 4S JS 2H 4C,2,4,4,3,7,PASS
7S JC 8H 9H AC 7D 7H QH 6C 8D 5D 8C 2C,1,4,3,5,7,PASS
5S KC 9H AH KS 3D AS KD 2C 4C 3H TS 3C,4,3,2,4,17,1NT
4D 9H 6D 2S TC AS 4H TH 9D TD QH 5C 8H,2,5,4,2,6,PASS
6C JH 2S 4C 8D 8C 6H 9C TH 2D 9S 6D 9D,2,3,4,4,1,PASS
KD 6D 7H 5H TD 2S 5D 7C AD 9S QC JH JD,2,3,6,2,11,1D
5D 4D 7D 8C 9S AH 2C KS 8H JD 4C 5H 6C,2,3,4,4,8,PASS
5H AH 2S KH 7H 4D 3S 7S 2D TS AC 2C 4C,4,4,2,3,11,PASS
6S 6H 9C 2S TC 4S JS QC 3H KC AC KD 4C,4,2,1,6,13,1C
JS AH 9S 8C 7C 3H KD 2S QD 7D 5C AD 4S,4,2,4,3,14,1D
8H 2C QS KH TD 5H 4D 5S 8D 6S 3D KC KS,4,3,4,2,11,PASS
3C 2S AC 8C 6D KH 5S JS 8H 8D 6H KS 3H,4,4,2,3,11,PASS
KD QC 7S 9C QS TH 6H QH 7D 2C TC JH 8D,2,4,3,4,10,PASS
JH 9D TD 5D AD 3H KC 4D 6C 9S 5H 9H 8D,1,4,6,2,8,PASS
7C 6S 5D 4S 9H 3D JD QD 7S KS 2S 4H JH,5,3,4,1,7,PASS
QS 5S TC 5H 6C 7C TH 8D 8C JD KC QH 3H,2,4,2,5,8,PASS
TC 6H QD KD AC 7H QS 7D JC 8S KH 4C 7S,3,3,3,4,15,1NT
3C 6D QH AH 8D 3H 8C KD 6H AC TC 8S KH,1,5,3,4,16,1H
6S 2D 6H 7D 2S 9C 3C 3D 7H TH 4D AD KC,2,3,5,3,7,PASS
4C QD 8C TH AH KD AC 7C 6S 5C 4H 9S 5S,3,3,2,5,13,1C
AD TD 7H 8D JC 3S 2C 2D 6H KC 5C 9H 9S,2,3,4,4,8,PASS
KS 5C 5H 7H 8C 9D JS QD 2D 7S 2H TS QC,4,3,3,3,8,PASS
2H TH QC 4S QD QH 3H 8H 2D AD 7S JD 9H,2,6,4,1,11,1H
7D 9D QS 5H 3C 6H 3D TH QC 2D TS 8H 7C,2,4,4,3,4,PASS
QC 4D 6C QS QH 8C AC 6D 5S 2C 8S 9H 3S,4,2,2,5,10,PASS
7D 9C QS 3H 4D JC 3D JS 6D KH QC 3C 6H,2,3,4,4,9,PASS
TS 8D 4S KH AD 2C 3S QH JC AS 5D AC QS,5,2,3,3,20,1C
8S TD TH 9D 7S 8H QH 2H 6C 3H AH QD 9H,2,7,3,1,8,PASS
JD 5C 3D QS AS 2C 6C 5D 9D KD 4S 5H AC,3,1,5,4,14,1D
4S 8C 5D AS TS AC JH JS 9D 2C 7H TH 5S,5,3,2,3,10,PASS
2H 7C JC KH JH 4H 4C AD KC 3H QD TH QC,0,6,2,5,16,1H
JH AS 8D 7S QD TS 3H 3C 8H 2D 4S 8S 6S,6,3,3,1,7,2D
4H JH 2C KS 5C QC KC AH 2H TC TS 6S TD,3,4,1,5,13,1C
2S 9H TD 3H 2C 9S 7C JC TS 3D 5H AD KC,3,3,3,4,8,PASS
QD 3C 4D 6C QH JC 2S 6D 7C 6H AD TH 9C,1,3,4,5,9,PASS
AC JH 6S 8H 8D 5H 5C 5D 9C 4S KS 7D 7H,3,4,3,3,8,PASS
8S QS 6S 9H TS KC 4D 6D JS KH QD 7S AD,6,2,4,1,15,1S
JC QH 4H JS QC 4D 6S JH 5S KH TD 4S 8S,5,4,2,2,10,2C
TS AH QS 7C 6C JD 4D 9S 4C 5H AS 3D 3H,4,3,3,3,11,PASS
5C 8D 4D 2H 5H 6C 3C 2C TD 9S 7C 6S 7S,3,2,3,5,0,PASS
QS 4D AD 9S 7D 5C TC 9H KH 4S 5S JC 4C,4,2,3,4,10,PASS
6H 8C TC KH 8S 4H 4C TH 8H 2C AH KS 2S,3,6,0,4,10,1H
2H AD JC 8S QC 2S AS 3S 9H 7S 6D 7D KD,5,2,4,2,14,1S
7S KS 6C 9H JD 2D 8D KD 3D 8S 6D 7H TC,3,2,6,2,7,PASS
QH KH 5S 6D 4H 8H 7H QD AC 9H 5C QC 9S,2,6,2,3,13,1H
6H TC TS AD JD 4S 5S AH KD JH AC JC 2C,3,3,3,4,18,1C
8S 9S 6D JH AD 7D 2D 6C TD KS 3S QC 5C,4,1,5,3,10,PASS
TC AH KD 3D AC 5S 9D AD 2H 8D KS 5H 7S,3,3,5,2,18,1C
8D 4H 6S 8C 6H JH 6D QD 7S QH 7D TH JD,2,5,5,1,6,PASS
6H 7H 7C AH KH 6S JD 6D 2C KS QS 8S TH,4,5,2,2,13,1H
AS 3D AD 9C JS QD 6S 7H 8C 5S 5H 7C 6C,4,2,3,4,11,PASS
2H 3D 4H 6H TH 8H 2S 9H AD 7C 2C KS 3S,3,6,2,2,7,2D
6S 9C TC 4H 8S AD 3S 2H 7S 4S 3D JC AH,5,3,2,3,9,PASS
TD QC 9C 4S 7C 5H 3D JD AS 6D 4H 9S KC,3,2,4,4,10,PASS
7C JD TH 4H 6C 8D 7D 6D 9D TD 8C 6H 4D,0,3,7,3,1,PASS
QD 3D JD TH 9S 2S 4D JH 5C TS 6H TD AC,3,3,5,2,8,PASS
QC TD 8C 9S KH 2H 3C 3D JD KD 5C 6S KC,2,2,4,5,12,1D
8H 2D 5C TH JD 7S TD 4D 8S 5S 9S 2C KC,4,2,4,3,4,PASS
4D KH 7C 3H 8S JH 9D KS 6S 8H KD AS TH,4,5,3,1,14,1H
JC 2S 3C JD 7S 7D 7H 5D AH QS 5C 3D 3S,4,2,4,3,8,PASS
7D 3H 7H 7C 5H 6H 2C QS 5S 9D QH KS 9H,3,6,2,2,7,2D
3D JH 6H 2H KD 3H 6C TS JD 9S 7H QH 7D,2,6,4,1,7,2D
9D 5C TC JD JH 9C 5H 4H 8C 2S 9S 3C QS,3,3,2,5,4,PASS
6S 8C TH 2S 2C 9S 5D 7H QD TC KC AC 7C,3,2,2,6,9,PASS
AD TD 2C 6D AC KC QC 3D 4H 9D KD QH 6C,0,2,6,5,18,1C
4H 5H JH TD 2D 8C KC 6H QD 7S QC 2H 7H,1,6,3,3,8,2D
5H 2D 5S 6S 7S 3C 6D 3H 2S TS QS TH 2C,6,3,2,2,2,PASS
QC QS 8S 3C 6D AD 7D 9C JD 6H 5H AH TH,2,4,4,3,13,1D
KH 4D 4H AC AS 2D 9C 9H QS 6D KD 8D 9D,2,3,6,2,16,1D
6H 2H QS AC 4D 9S JH 6S TC 9C JD 7S 8C,4,3,2,4,8,PASS
4H 9S 9C JD 3D 8H 2H TH 3C 4S 2D 5S 5D,3,4,4,2,1,PASS
AH 3C 2D KD 4C 2H KH 5S AD JH 8C JC 8S,2,4,3,4,16,1NT
AH KH 9H 2S TD QD 3C 6C 7H QC 8C 5C AC,1,4,2,6,15,1C
3C 3S AH 7S 4H QS JS 8D 3H QD 9D 5S QC,5,3,3,2,11,PASS
5D 6C 9D TD TC KC AH 4D 3S 8C 6H AS 8S,3,2,4,4,11,PASS
QH 6C 3D 9C KS 6H 8S QC 8D AS 3C 2H 2D,3,3,3,4,11,PASS
5D 2D JC 2C 3S QH 6C KD 9C QC 5S 8D JS,3,1,4,5,9,PASS
TS 4D 2H 5C 4C 8S QD 6H JH TC 3D 7S 2D,3,3,4,3,3,PASS
AD KS 9C 7H TH 6C 6D TC 4H 7D QD 4C QC,1,3,4,5,11,1D
7S 6C 3H TC 9D JS 8H 5H KC KD 7C 5C 9H,2,4,2,5,7,PASS
JD 3H 9D 7C 4H AC TH QC 6D 3S 7S 3C 2H,2,4,3,4,7,PASS
4H 8C 5S 3D 6S 2S JC AD 7D TS TH 5D TD,4,2,5,2,5,PASS
5H TC AC 2C 7H 9C KS 6H 8C 9S QD JD TS,3,3,2,5,10,PASS
3H 5S JH 9H QC TH KS JC 7S 7D 8H JD KH,3,6,2,2,11,1H
9H QS JD TC 2S 4H 2C 5D 6H KH 8H AH 5S,3,6,2,2,10,2D
6C 4C 3H 7S 7C KH 9D TS 6H 8C 2D JH AH,2,5,2,4,8,PASS
TH 5D TD 8S JS AC 3D 4D 7S TC 4S AD 7H,4,2,5,2,9,PASS
TD 8D 6D AS JD TC 9C 8S QD TS 3C JH 2S,4,1,5,3,8,PASS
7D JS JD 8H 4D 8C 9H 5S 3H 2D 3S QD 9S,4,3,5,1,4,PASS
QD 4C JS 5S AC 3C TC QS TS 9C KD 9S AS,6,0,2,5,16,1S
QH JD TH 6S QS 4D 4S AD TS 8S 3S TD 7D,6,2,5,0,9,1S
8C 7H 2S 8H 9C KC KS 8S AS QC TH 5S 3H,5,4,0,4,12,1S
KD 6H KS 3C 6C JC 2S 7H 7D KH AC 5C 8D,2,3,3,5,14,1C
TS KD 8C 6S JH KC 7H 8H QD 6H AC 4D 6C,2,4,3,4,13,1C
JD 2H KS 5H 8D 7H 6S JS AS KC 6C 5C 2C,4,3,2,4,12,1C
3S 5H JD 5D 8C 7D 6H TH KD 9D JS 9S KH,3,4,5,1,8,PASS
9S 3H 9C 3S 3C 6H 4H AS 7H QH TC 7D 8D,3,5,2,3,6,PASS
4C 3C 3D 3H 5S TS AH AD 9H 4H 7S 7H 3S,4,5,2,2,8,2C
2S 7C 5H 6H 4D 7D JS 6D 6S 3D 2H 5S QH,4,4,4,1,3,PASS
2H 5C JC AS 7C TD QC 3D 6S 7H 8D JH 9H,2,4,3,4,8,PASS
TC QH 4H KS AS 6H 8S KD 8D 4D JD QS 3C,4,3,4,2,15,1NT
9D 4D 5H TH 6D 3C 7D KH JD 7S 8S 2C KS,3,3,5,2,7,PASS
3D JS 3H 4H KC 9S JC 6C 3S TC KD 3C AS,4,2,2,5,12,1C
JS 3H 7S 5H JH 2S 5D QC 8H 2C 6S 4S AH,5,5,1,2,8,2C
